rep,horizon,total_variance_lift,avg_abs_corr_delta
8,49,-0.5865748508655206,0.17390632574215503
8,50,-0.6068443914058368,0.17321134426168333
8,51,-0.5864734442096015,0.18235403297936997
8,52,-0.5986356695685576,0.17443747593801198
8,53,-0.5756541880642199,0.19039869247999525
8,54,-0.5909488114712691,0.20493767378063796
8,55,-0.5957692030689387,0.2131910630148499
8,56,-0.5932835371038667,0.1868828490418036
8,57,-0.586415120206091,0.15418307454382651
8,58,-0.5887276914276853,0.16071410710314424
8,59,-0.5927118701222858,0.1635512081511989
8,60,-0.5904665474264589,0.15737563324743228
9,0,0.17357231025223196,0.10639077302416204
9,1,0.1292611053626156,0.09761763735631063
9,2,0.19882737419036878,0.15948475641585658
9,3,0.18856716707170018,0.16187058920987032
9,4,0.1680503267173572,0.15406072576565624
9,5,0.3258637844202523,0.1825947593588444
9,6,0.2575965730123986,0.17396434598024071
9,7,0.20101704111732044,0.16837244349348848
9,8,0.24002976309376534,0.18970443334361273
9,9,0.2220611627639124,0.1930133500326578
9,10,0.17080143630566247,0.19351205640203903
9,11,0.16699069580823855,0.179678017799962
9,12,0.25825482208982753,0.14425244877524396
9,13,0.19496843810714837,0.13722717596118542
9,14,0.16653184135249188,0.13601621769852795
9,15,0.21988822091086146,0.1130947192418387
9,16,0.19052133707572017,0.1245837202180446
9,17,0.40476462944732217,0.1511307362115834
9,18,0.3685930052477495,0.1473612279222277
9,19,0.4505288194171091,0.16012721954905526
9,20,0.37864322953786766,0.15422361383777322
9,21,0.6144903815730431,0.23651296841325734
9,22,0.5485735516481802,0.2289315046502871
9,23,0.5226931922373113,0.23004208149542077
9,24,0.46044245982509735,0.22133691816960957
9,25,0.39729696502057865,0.20969364543984798
9,26,0.39618558477066124,0.20897947337919148
9,27,0.32561038193938185,0.20044439960188706
9,28,0.32667445161873254,0.18704989678309586
9,29,0.29459121223689055,0.1779906761757324
9,30,0.23613792468168193,0.17634169015486353
9,31,0.27845864318651303,0.18327942031020433
9,32,0.29084874114719894,0.17433403758438842
9,33,0.4389450427457178,0.18425473012029536
9,34,0.3664799736990332,0.17705798315903856
9,35,0.31387910314730516,0.16708510795703707
9,36,0.29794146308771796,0.16622005728885553
9,37,0.2258248121448989,0.16222256069325616
9,38,0.15971103193743597,0.15668525704458153
9,39,0.15793591756204095,0.17629452314790472
9,40,0.11127485425200079,0.16734435463456115
9,41,0.0957750535189048,0.168296061872561
9,42,0.05867736106173882,0.1499039879377187
9,43,0.011284288153347255,0.14358961240668416
9,44,-0.03277496487901366,0.14020853855215534
9,45,-0.0218621095800412,0.13628574790455497
9,46,-0.04533595260814083,0.13546817048833493
9,47,-0.06667070987664991,0.1354247436942539
9,48,-0.08413902107204019,0.1479630333676538
9,49,-0.11144818450889615,0.14056662136494452
9,50,-0.029870678122409067,0.175715416203415
9,51,-0.07331935487779073,0.1717622313242134
9,52,-0.09170393350341366,0.17439593046814628
9,53,-0.10757152826883865,0.15204618498609718
9,54,-0.036826931603167856,0.126740008383168
9,55,-0.003495188495826418,0.11040507481018905
9,56,0.019520314764424063,0.11082413470477037
9,57,-0.030550078667817893,0.11071109087226319
9,58,-0.06379858380245651,0.10388510127775608
9,59,-0.1072737811804706,0.10238904860528264
9,60,-0.13163303983835495,0.09920512315459627
10,0,0.02955519046044297,0.028176077384957122
10,1,0.09574261509655502,0.07097011083715106
